contig	cov_mean_sample_metaspades_perc100_sorted
NODE_6_length_544839_cov_12.462009.48	15.002
NODE_6_length_544839_cov_12.462009.49	16.649
NODE_6_length_544839_cov_12.462009.50	17.384
NODE_6_length_544839_cov_12.462009.51	17.653
NODE_6_length_544839_cov_12.462009.52	16.204
NODE_6_length_544839_cov_12.462009.53	16.073
NODE_7_length_519781_cov_232.808216.0	303.582
NODE_7_length_519781_cov_232.808216.1	305.338
NODE_7_length_519781_cov_232.808216.2	301.572
NODE_7_length_519781_cov_232.808216.3	311.234
NODE_7_length_519781_cov_232.808216.4	300.307
NODE_7_length_519781_cov_232.808216.5	305.438
NODE_7_length_519781_cov_232.808216.6	311.759
NODE_7_length_519781_cov_232.808216.7	304.502
NODE_7_length_519781_cov_232.808216.8	308.243
NODE_7_length_519781_cov_232.808216.9	301.713
NODE_7_length_519781_cov_232.808216.10	306.953
NODE_7_length_519781_cov_232.808216.11	299.626
NODE_7_length_519781_cov_232.808216.12	305.121
NODE_7_length_519781_cov_232.808216.13	301.259
NODE_7_length_519781_cov_232.808216.14	298.669
NODE_7_length_519781_cov_232.808216.15	293.546
NODE_7_length_519781_cov_232.808216.16	299.959
NODE_7_length_519781_cov_232.808216.17	303.560
NODE_7_length_519781_cov_232.808216.18	307.651
NODE_7_length_519781_cov_232.808216.19	307.367
NODE_7_length_519781_cov_232.808216.20	309.433
NODE_7_length_519781_cov_232.808216.21	307.403
NODE_7_length_519781_cov_232.808216.22	298.477
NODE_7_length_519781_cov_232.808216.23	300.387
NODE_7_length_519781_cov_232.808216.24	302.616
NODE_7_length_519781_cov_232.808216.25	304.075
NODE_7_length_519781_cov_232.808216.26	306.093
NODE_7_length_519781_cov_232.808216.27	298.295
NODE_7_length_519781_cov_232.808216.28	304.731
NODE_7_length_519781_cov_232.808216.29	308.703
NODE_7_length_519781_cov_232.808216.30	301.931
NODE_7_length_519781_cov_232.808216.31	307.068
NODE_7_length_519781_cov_232.808216.32	308.483
NODE_7_length_519781_cov_232.808216.33	302.741
NODE_7_length_519781_cov_232.808216.34	312.104
NODE_7_length_519781_cov_232.808216.35	300.827
NODE_7_length_519781_cov_232.808216.36	303.839
NODE_7_length_519781_cov_232.808216.37	299.998
NODE_7_length_519781_cov_232.808216.38	304.817
NODE_7_length_519781_cov_232.808216.39	296.651
NODE_7_length_519781_cov_232.808216.40	312.103
NODE_7_length_519781_cov_232.808216.41	301.870
NODE_7_length_519781_cov_232.808216.42	304.887
NODE_7_length_519781_cov_232.808216.43	302.032
NODE_7_length_519781_cov_232.808216.44	305.570
NODE_7_length_519781_cov_232.808216.45	304.503
NODE_7_length_519781_cov_232.808216.46	304.839
NODE_7_length_519781_cov_232.808216.47	304.736
NODE_7_length_519781_cov_232.808216.48	303.777
NODE_7_length_519781_cov_232.808216.49	300.647
NODE_7_length_519781_cov_232.808216.50	300.405
NODE_8_length_458479_cov_21.861532.0	27.479
NODE_8_length_458479_cov_21.861532.1	25.613
NODE_8_length_458479_cov_21.861532.2	26.981
NODE_8_length_458479_cov_21.861532.3	25.711
NODE_8_length_458479_cov_21.861532.4	28.738
NODE_8_length_458479_cov_21.861532.5	28.953
NODE_8_length_458479_cov_21.861532.6	28.496
NODE_8_length_458479_cov_21.861532.7	29.368
NODE_8_length_458479_cov_21.861532.8	28.325
NODE_8_length_458479_cov_21.861532.9	30.534
NODE_8_length_458479_cov_21.861532.10	28.199
NODE_8_length_458479_cov_21.861532.11	29.143
NODE_8_length_458479_cov_21.861532.12	27.662
NODE_8_length_458479_cov_21.861532.13	28.844
NODE_8_length_458479_cov_21.861532.14	27.889
NODE_8_length_458479_cov_21.861532.15	28.317
NODE_8_length_458479_cov_21.861532.16	28.625
NODE_8_length_458479_cov_21.861532.17	28.036
NODE_8_length_458479_cov_21.861532.18	29.306
NODE_8_length_458479_cov_21.861532.19	27.640
NODE_8_length_458479_cov_21.861532.20	28.596
NODE_8_length_458479_cov_21.861532.21	28.738
NODE_8_length_458479_cov_21.861532.22	27.938
NODE_8_length_458479_cov_21.861532.23	28.428
NODE_8_length_458479_cov_21.861532.24	26.687
NODE_8_length_458479_cov_21.861532.25	26.938
NODE_8_length_458479_cov_21.861532.26	28.494
NODE_8_length_458479_cov_21.861532.27	27.848
NODE_8_length_458479_cov_21.861532.28	28.239
NODE_8_length_458479_cov_21.861532.29	28.368
NODE_8_length_458479_cov_21.861532.30	29.063
NODE_8_length_458479_cov_21.861532.31	30.084
NODE_8_length_458479_cov_21.861532.32	27.250
NODE_8_length_458479_cov_21.861532.33	27.369
NODE_8_length_458479_cov_21.861532.34	29.498
NODE_8_length_458479_cov_21.861532.35	26.413
NODE_8_length_458479_cov_21.861532.36	28.223
NODE_8_length_458479_cov_21.861532.37	27.331
NODE_8_length_458479_cov_21.861532.38	28.056
NODE_8_length_458479_cov_21.861532.39	27.761
NODE_8_length_458479_cov_21.861532.40	26.335
NODE_8_length_458479_cov_21.861532.41	26.448
NODE_8_length_458479_cov_21.861532.42	29.104
NODE_8_length_458479_cov_21.861532.43	28.057
NODE_8_length_458479_cov_21.861532.44	29.419
NODE_9_length_445722_cov_53.254340.0	68.327
NODE_9_length_445722_cov_53.254340.1	69.697
NODE_9_length_445722_cov_53.254340.2	64.059
NODE_9_length_445722_cov_53.254340.3	65.458
NODE_9_length_445722_cov_53.254340.4	66.941
NODE_9_length_445722_cov_53.254340.5	65.210
NODE_9_length_445722_cov_53.254340.6	63.947
NODE_9_length_445722_cov_53.254340.7	65.523
NODE_9_length_445722_cov_53.254340.8	67.565
NODE_9_length_445722_cov_53.254340.9	67.161
NODE_9_length_445722_cov_53.254340.10	69.117
NODE_9_length_445722_cov_53.254340.11	64.064
NODE_9_length_445722_cov_53.254340.12	64.817
NODE_9_length_445722_cov_53.254340.13	66.704
NODE_9_length_445722_cov_53.254340.14	64.975
NODE_9_length_445722_cov_53.254340.15	66.534
NODE_9_length_445722_cov_53.254340.16	65.577
NODE_9_length_445722_cov_53.254340.17	69.588
NODE_9_length_445722_cov_53.254340.18	62.501
NODE_9_length_445722_cov_53.254340.19	68.151
NODE_9_length_445722_cov_53.254340.20	70.746
NODE_9_length_445722_cov_53.254340.21	65.936
NODE_9_length_445722_cov_53.254340.22	65.947
NODE_9_length_445722_cov_53.254340.23	67.616
NODE_9_length_445722_cov_53.254340.24	63.531
NODE_9_length_445722_cov_53.254340.25	66.808
NODE_9_length_445722_cov_53.254340.26	64.211
NODE_9_length_445722_cov_53.254340.27	69.146
NODE_9_length_445722_cov_53.254340.28	66.719
NODE_9_length_445722_cov_53.254340.29	66.654
NODE_9_length_445722_cov_53.254340.30	64.286
NODE_9_length_445722_cov_53.254340.31	70.605
NODE_9_length_445722_cov_53.254340.32	63.842
NODE_9_length_445722_cov_53.254340.33	66.026
NODE_9_length_445722_cov_53.254340.34	64.802
NODE_9_length_445722_cov_53.254340.35	69.727
NODE_9_length_445722_cov_53.254340.36	69.097
NODE_9_length_445722_cov_53.254340.37	67.264
NODE_9_length_445722_cov_53.254340.38	66.434
NODE_9_length_445722_cov_53.254340.39	63.307
NODE_9_length_445722_cov_53.254340.40	66.553
NODE_9_length_445722_cov_53.254340.41	69.317
NODE_9_length_445722_cov_53.254340.42	68.617
NODE_9_length_445722_cov_53.254340.43	64.919
NODE_10_length_440740_cov_12.582731.0	15.521
NODE_10_length_440740_cov_12.582731.1	15.912
NODE_10_length_440740_cov_12.582731.2	17.072
NODE_10_length_440740_cov_12.582731.3	17.026
NODE_10_length_440740_cov_12.582731.4	17.108
NODE_10_length_440740_cov_12.582731.5	16.019
NODE_10_length_440740_cov_12.582731.6	17.348
NODE_10_length_440740_cov_12.582731.7	16.984
NODE_10_length_440740_cov_12.582731.8	17.202
NODE_10_length_440740_cov_12.582731.9	17.883
NODE_10_length_440740_cov_12.582731.10	17.074
NODE_10_length_440740_cov_12.582731.11	15.926
NODE_10_length_440740_cov_12.582731.12	16.636
NODE_10_length_440740_cov_12.582731.13	16.685
NODE_10_length_440740_cov_12.582731.14	18.022
NODE_10_length_440740_cov_12.582731.15	17.458
NODE_10_length_440740_cov_12.582731.16	14.915
NODE_10_length_440740_cov_12.582731.17	17.255
NODE_10_length_440740_cov_12.582731.18	16.300
NODE_10_length_440740_cov_12.582731.19	16.898
NODE_10_length_440740_cov_12.582731.20	16.576
NODE_10_length_440740_cov_12.582731.21	19.172
NODE_10_length_440740_cov_12.582731.22	16.238
NODE_10_length_440740_cov_12.582731.23	15.283
NODE_10_length_440740_cov_12.582731.24	18.234
NODE_10_length_440740_cov_12.582731.25	16.786
NODE_10_length_440740_cov_12.582731.26	15.349
NODE_10_length_440740_cov_12.582731.27	15.893
NODE_10_length_440740_cov_12.582731.28	16.606
NODE_10_length_440740_cov_12.582731.29	16.617
NODE_10_length_440740_cov_12.582731.30	16.740
NODE_10_length_440740_cov_12.582731.31	17.732
NODE_10_length_440740_cov_12.582731.32	17.544
NODE_10_length_440740_cov_12.582731.33	17.023
NODE_10_length_440740_cov_12.582731.34	16.668
NODE_10_length_440740_cov_12.582731.35	16.034
NODE_10_length_440740_cov_12.582731.36	17.737
NODE_10_length_440740_cov_12.582731.37	15.854
NODE_10_length_440740_cov_12.582731.38	14.868
NODE_10_length_440740_cov_12.582731.39	17.102
NODE_10_length_440740_cov_12.582731.40	15.047
NODE_10_length_440740_cov_12.582731.41	15.321
NODE_10_length_440740_cov_12.582731.42	16.446
NODE_10_length_440740_cov_12.582731.43	15.294
NODE_11_length_418483_cov_20.520577.0	28.105
NODE_11_length_418483_cov_20.520577.1	27.504
NODE_11_length_418483_cov_20.520577.2	26.226
NODE_11_length_418483_cov_20.520577.3	24.270
NODE_11_length_418483_cov_20.520577.4	25.585
NODE_11_length_418483_cov_20.520577.5	26.956
NODE_11_length_418483_cov_20.520577.6	26.995
NODE_11_length_418483_cov_20.520577.7	28.692
NODE_11_length_418483_cov_20.520577.8	25.162
NODE_11_length_418483_cov_20.520577.9	25.926
NODE_11_length_418483_cov_20.520577.10	27.605
NODE_11_length_418483_cov_20.520577.11	26.808
NODE_11_length_418483_cov_20.520577.12	27.211
NODE_11_length_418483_cov_20.520577.13	24.507
NODE_11_length_418483_cov_20.520577.14	26.251
NODE_11_length_418483_cov_20.520577.15	27.208
NODE_11_length_418483_cov_20.520577.16	27.220
NODE_11_length_418483_cov_20.520577.17	25.786
NODE_11_length_418483_cov_20.520577.18	25.789
NODE_11_length_418483_cov_20.520577.19	26.002
NODE_11_length_418483_cov_20.520577.20	23.797
NODE_11_length_418483_cov_20.520577.21	25.602
NODE_11_length_418483_cov_20.520577.22	27.729
NODE_11_length_418483_cov_20.520577.23	28.033
NODE_11_length_418483_cov_20.520577.24	25.502
NODE_11_length_418483_cov_20.520577.25	25.149
NODE_11_length_418483_cov_20.520577.26	27.022
NODE_11_length_418483_cov_20.520577.27	26.682
NODE_11_length_418483_cov_20.520577.28	28.160
NODE_11_length_418483_cov_20.520577.29	26.866
NODE_11_length_418483_cov_20.520577.30	26.582
NODE_11_length_418483_cov_20.520577.31	23.313
NODE_11_length_418483_cov_20.520577.32	26.102
NODE_11_length_418483_cov_20.520577.33	25.817
NODE_11_length_418483_cov_20.520577.34	26.492
NODE_11_length_418483_cov_20.520577.35	26.466
NODE_11_length_418483_cov_20.520577.36	25.511
NODE_11_length_418483_cov_20.520577.37	27.384
NODE_11_length_418483_cov_20.520577.38	26.169
NODE_11_length_418483_cov_20.520577.39	25.915
NODE_11_length_418483_cov_20.520577.40	27.118
NODE_12_length_399897_cov_12.584588.0	15.139
NODE_12_length_399897_cov_12.584588.1	18.466
NODE_12_length_399897_cov_12.584588.2	15.394
NODE_12_length_399897_cov_12.584588.3	16.751
NODE_12_length_399897_cov_12.584588.4	14.357
NODE_12_length_399897_cov_12.584588.5	16.090
NODE_12_length_399897_cov_12.584588.6	16.581
NODE_12_length_399897_cov_12.584588.7	15.760
NODE_12_length_399897_cov_12.584588.8	17.071
NODE_12_length_399897_cov_12.584588.9	14.986
NODE_12_length_399897_cov_12.584588.10	16.610
NODE_12_length_399897_cov_12.584588.11	16.795
NODE_12_length_399897_cov_12.584588.12	16.946
NODE_12_length_399897_cov_12.584588.13	16.929
NODE_12_length_399897_cov_12.584588.14	16.642
NODE_12_length_399897_cov_12.584588.15	15.801
NODE_12_length_399897_cov_12.584588.16	16.638
NODE_12_length_399897_cov_12.584588.17	14.911
NODE_12_length_399897_cov_12.584588.18	16.768
NODE_12_length_399897_cov_12.584588.19	17.155
NODE_12_length_399897_cov_12.584588.20	14.405
NODE_12_length_399897_cov_12.584588.21	16.264
NODE_12_length_399897_cov_12.584588.22	16.489
NODE_12_length_399897_cov_12.584588.23	17.472
NODE_12_length_399897_cov_12.584588.24	15.424
NODE_12_length_399897_cov_12.584588.25	16.189
NODE_12_length_399897_cov_12.584588.26	16.415
NODE_12_length_399897_cov_12.584588.27	17.039
NODE_12_length_399897_cov_12.584588.28	17.301
NODE_12_length_399897_cov_12.584588.29	15.830
NODE_12_length_399897_cov_12.584588.30	16.460
NODE_12_length_399897_cov_12.584588.31	17.773
NODE_12_length_399897_cov_12.584588.32	15.874
NODE_12_length_399897_cov_12.584588.33	15.787
NODE_12_length_399897_cov_12.584588.34	17.161
NODE_12_length_399897_cov_12.584588.35	16.155
NODE_12_length_399897_cov_12.584588.36	15.833
NODE_12_length_399897_cov_12.584588.37	16.701
NODE_12_length_399897_cov_12.584588.38	16.658
NODE_13_length_397032_cov_20.691017.0	26.602
NODE_13_length_397032_cov_20.691017.1	27.380
NODE_13_length_397032_cov_20.691017.2	25.568
NODE_13_length_397032_cov_20.691017.3	26.046
NODE_13_length_397032_cov_20.691017.4	26.264
NODE_13_length_397032_cov_20.691017.5	25.714
NODE_13_length_397032_cov_20.691017.6	25.859
NODE_13_length_397032_cov_20.691017.7	25.329
NODE_13_length_397032_cov_20.691017.8	27.360
NODE_13_length_397032_cov_20.691017.9	26.042
NODE_13_length_397032_cov_20.691017.10	27.705
NODE_13_length_397032_cov_20.691017.11	26.857
NODE_13_length_397032_cov_20.691017.12	26.987
NODE_13_length_397032_cov_20.691017.13	23.854
NODE_13_length_397032_cov_20.691017.14	27.959
NODE_13_length_397032_cov_20.691017.15	26.877
NODE_13_length_397032_cov_20.691017.16	26.881
NODE_13_length_397032_cov_20.691017.17	25.145
NODE_13_length_397032_cov_20.691017.18	26.116
NODE_13_length_397032_cov_20.691017.19	25.077
NODE_13_length_397032_cov_20.691017.20	26.358
NODE_13_length_397032_cov_20.691017.21	25.914
NODE_13_length_397032_cov_20.691017.22	25.197
NODE_13_length_397032_cov_20.691017.23	28.742
NODE_13_length_397032_cov_20.691017.24	27.459
NODE_13_length_397032_cov_20.691017.25	27.942
NODE_13_length_397032_cov_20.691017.26	26.450
NODE_13_length_397032_cov_20.691017.27	24.476
NODE_13_length_397032_cov_20.691017.28	27.710
NODE_13_length_397032_cov_20.691017.29	25.198
NODE_13_length_397032_cov_20.691017.30	27.172
NODE_13_length_397032_cov_20.691017.31	28.047
NODE_13_length_397032_cov_20.691017.32	25.729
NODE_13_length_397032_cov_20.691017.33	25.764
NODE_13_length_397032_cov_20.691017.34	26.621
NODE_13_length_397032_cov_20.691017.35	29.008
NODE_13_length_397032_cov_20.691017.36	27.205
NODE_13_length_397032_cov_20.691017.37	24.339
NODE_13_length_397032_cov_20.691017.38	25.977
NODE_14_length_355236_cov_7.063404.0	8.875
NODE_14_length_355236_cov_7.063404.1	10.224
NODE_14_length_355236_cov_7.063404.2	9.117
NODE_14_length_355236_cov_7.063404.3	10.914
NODE_14_length_355236_cov_7.063404.4	8.854
NODE_14_length_355236_cov_7.063404.5	10.020
NODE_14_length_355236_cov_7.063404.6	9.133
NODE_14_length_355236_cov_7.063404.7	9.327
NODE_14_length_355236_cov_7.063404.8	8.712
NODE_14_length_355236_cov_7.063404.9	9.816
NODE_14_length_355236_cov_7.063404.10	10.055
NODE_14_length_355236_cov_7.063404.11	8.763
NODE_14_length_355236_cov_7.063404.12	11.150
NODE_14_length_355236_cov_7.063404.13	9.050
NODE_14_length_355236_cov_7.063404.14	9.281
NODE_14_length_355236_cov_7.063404.15	8.730
NODE_14_length_355236_cov_7.063404.16	9.576
NODE_14_length_355236_cov_7.063404.17	8.551
NODE_14_length_355236_cov_7.063404.18	8.646
NODE_14_length_355236_cov_7.063404.19	7.609
NODE_14_length_355236_cov_7.063404.20	9.669
NODE_14_length_355236_cov_7.063404.21	9.034
NODE_14_length_355236_cov_7.063404.22	10.841
NODE_14_length_355236_cov_7.063404.23	9.350
NODE_14_length_355236_cov_7.063404.24	10.320
NODE_14_length_355236_cov_7.063404.25	9.294
NODE_14_length_355236_cov_7.063404.26	10.214
NODE_14_length_355236_cov_7.063404.27	10.014
NODE_14_length_355236_cov_7.063404.28	10.272
NODE_14_length_355236_cov_7.063404.29	9.422
NODE_14_length_355236_cov_7.063404.30	9.055
NODE_14_length_355236_cov_7.063404.31	9.855
NODE_14_length_355236_cov_7.063404.32	10.448
NODE_14_length_355236_cov_7.063404.33	9.770
NODE_14_length_355236_cov_7.063404.34	10.017
NODE_15_length_353216_cov_9.234845.0	12.885
NODE_15_length_353216_cov_9.234845.1	13.378
NODE_15_length_353216_cov_9.234845.2	12.235
NODE_15_length_353216_cov_9.234845.3	12.286
NODE_15_length_353216_cov_9.234845.4	11.805
NODE_15_length_353216_cov_9.234845.5	11.965
NODE_15_length_353216_cov_9.234845.6	12.749
NODE_15_length_353216_cov_9.234845.7	11.642
NODE_15_length_353216_cov_9.234845.8	11.638
NODE_15_length_353216_cov_9.234845.9	11.002
NODE_15_length_353216_cov_9.234845.10	13.262
NODE_15_length_353216_cov_9.234845.11	13.864
NODE_15_length_353216_cov_9.234845.12	12.097
NODE_15_length_353216_cov_9.234845.13	13.008
NODE_15_length_353216_cov_9.234845.14	10.647
NODE_15_length_353216_cov_9.234845.15	10.030
NODE_15_length_353216_cov_9.234845.16	11.845
NODE_15_length_353216_cov_9.234845.17	10.928
NODE_15_length_353216_cov_9.234845.18	12.742
NODE_15_length_353216_cov_9.234845.19	12.317
NODE_15_length_353216_cov_9.234845.20	11.221
NODE_15_length_353216_cov_9.234845.21	12.276
NODE_15_length_353216_cov_9.234845.22	12.051
NODE_15_length_353216_cov_9.234845.23	12.238
NODE_15_length_353216_cov_9.234845.24	12.877
NODE_15_length_353216_cov_9.234845.25	11.159
NODE_15_length_353216_cov_9.234845.26	12.165
NODE_15_length_353216_cov_9.234845.27	11.560
NODE_15_length_353216_cov_9.234845.28	11.633
NODE_15_length_353216_cov_9.234845.29	11.864
NODE_15_length_353216_cov_9.234845.30	11.711
NODE_15_length_353216_cov_9.234845.31	11.348
NODE_15_length_353216_cov_9.234845.32	10.881
NODE_15_length_353216_cov_9.234845.33	11.918
NODE_15_length_353216_cov_9.234845.34	11.834
NODE_16_length_349605_cov_12.685024.0	16.475
NODE_16_length_349605_cov_12.685024.1	14.808
NODE_16_length_349605_cov_12.685024.2	15.604
NODE_16_length_349605_cov_12.685024.3	17.782
NODE_16_length_349605_cov_12.685024.4	15.341
NODE_16_length_349605_cov_12.685024.5	17.680
NODE_16_length_349605_cov_12.685024.6	16.667
NODE_16_length_349605_cov_12.685024.7	16.999
NODE_16_length_349605_cov_12.685024.8	16.671
NODE_16_length_349605_cov_12.685024.9	17.986
NODE_16_length_349605_cov_12.685024.10	17.885
NODE_16_length_349605_cov_12.685024.11	15.424
NODE_16_length_349605_cov_12.685024.12	16.941
NODE_16_length_349605_cov_12.685024.13	18.336
NODE_16_length_349605_cov_12.685024.14	16.826
NODE_16_length_349605_cov_12.685024.15	16.212
NODE_16_length_349605_cov_12.685024.16	16.174
NODE_16_length_349605_cov_12.685024.17	16.880
NODE_16_length_349605_cov_12.685024.18	16.349
NODE_16_length_349605_cov_12.685024.19	16.726
NODE_16_length_349605_cov_12.685024.20	17.408
NODE_16_length_349605_cov_12.685024.21	17.592
NODE_16_length_349605_cov_12.685024.22	17.191
NODE_16_length_349605_cov_12.685024.23	17.118
NODE_16_length_349605_cov_12.685024.24	16.512
NODE_16_length_349605_cov_12.685024.25	17.112
NODE_16_length_349605_cov_12.685024.26	17.960
NODE_16_length_349605_cov_12.685024.27	17.738
NODE_16_length_349605_cov_12.685024.28	16.655
NODE_16_length_349605_cov_12.685024.29	15.830
NODE_16_length_349605_cov_12.685024.30	16.469
NODE_16_length_349605_cov_12.685024.31	17.529
NODE_16_length_349605_cov_12.685024.32	17.287
NODE_16_length_349605_cov_12.685024.33	16.342
NODE_17_length_340246_cov_9.109656.0	10.589
NODE_17_length_340246_cov_9.109656.1	11.525
NODE_17_length_340246_cov_9.109656.2	12.835
NODE_17_length_340246_cov_9.109656.3	12.156
NODE_17_length_340246_cov_9.109656.4	11.924
NODE_17_length_340246_cov_9.109656.5	11.652
NODE_17_length_340246_cov_9.109656.6	11.884
NODE_17_length_340246_cov_9.109656.7	11.628
NODE_17_length_340246_cov_9.109656.8	11.678
NODE_17_length_340246_cov_9.109656.9	11.032
NODE_17_length_340246_cov_9.109656.10	12.018
NODE_17_length_340246_cov_9.109656.11	11.158
NODE_17_length_340246_cov_9.109656.12	11.406
NODE_17_length_340246_cov_9.109656.13	12.700
NODE_17_length_340246_cov_9.109656.14	11.616
NODE_17_length_340246_cov_9.109656.15	12.169
NODE_17_length_340246_cov_9.109656.16	12.714
NODE_17_length_340246_cov_9.109656.17	11.316
NODE_17_length_340246_cov_9.109656.18	11.949
NODE_17_length_340246_cov_9.109656.19	11.036
NODE_17_length_340246_cov_9.109656.20	11.268
NODE_17_length_340246_cov_9.109656.21	12.710
NODE_17_length_340246_cov_9.109656.22	12.732
NODE_17_length_340246_cov_9.109656.23	11.841
NODE_17_length_340246_cov_9.109656.24	12.120
NODE_17_length_340246_cov_9.109656.25	12.065
NODE_17_length_340246_cov_9.109656.26	12.136
NODE_17_length_340246_cov_9.109656.27	11.590
NODE_17_length_340246_cov_9.109656.28	11.225
NODE_17_length_340246_cov_9.109656.29	11.327
NODE_17_length_340246_cov_9.109656.30	11.695
NODE_17_length_340246_cov_9.109656.31	11.788
